Complaint,CodedMonth,Crime,District,XCoord,YCoord,Day,Time
18-007769,2018-02,6,4,907779.2,1018012.0,18,2
18-007775,2018-02,4,4,899754.7,1027110.0,18,2
18-007770,2018-02,9,4,907829.1,1017795.0,18,2
18-007790,2018-02,6,4,908726.1,1016735.0,18,2
18-007890,2018-02,6,3,896182.6,1012107.0,18,2
18-007784,2018-02,6,4,896933.1,1021305.0,18,2
18-008090,2018-02,7,1,890315.9,996641.7,18,2
18-007785,2018-02,6,5,888884.8,1036000.0,18,2
18-008576,2018-02,5,5,889813.4,1027150.0,18,2
18-007962,2018-02,6,3,895313.6,1008090.0,18,2
18-007797,2018-02,4,4,898898.1,1027493.0,18,3
18-007801,2018-02,6,1,889468.0,994413.8,18,3
18-007814,2018-02,3,5,885352.5,1029591.0,18,3
18-007806,2018-02,9,3,904320.1,1014165.0,18,3
18-007810,2018-02,3,5,887471.1,1030286.0,18,3
18-008051,2018-02,6,1,890024.5,994981.1,18,3
18-008061,2018-02,6,6,889231.6,1036274.0,18,3
18-007823,2018-02,7,3,897076.4,1003956.0,18,3
18-007811,2018-02,6,4,899065.8,1020535.0,18,3
18-007829,2018-02,7,6,899155.8,1030342.0,18,3
18-007816,2018-02,3,5,889376.6,1032212.0,18,3
18-007937,2018-02,6,2,893022.9,1007424.0,18,3
18-007825,2018-02,3,1,883879.4,1002773.0,18,3
18-007826,2018-02,6,6,895487.5,1040711.0,18,3
18-008086,2018-02,6,6,896810.3,1035444.0,18,3
18-007824,2018-02,7,4,906571.7,1016991.0,19,3
18-009381,2018-02,6,5,879842.8,1032097.0,19,3
18-007822,2018-02,4,4,910439.8,1019433.0,19,3
18-008268,2018-02,7,4,899572.2,1026783.0,19,3
18-007832,2018-02,8,5,889052.1,1028644.0,19,3
18-007828,2018-02,4,1,894439.5,999023.6,19,3
18-007831,2018-02,9,4,904187.1,1030866.0,19,3
18-007835,2018-02,7,5,889025.3,1029105.0,19,3
18-007838,2018-02,4,3,893358.7,1002376.0,19,3
18-007908,2018-02,7,2,875853.6,1019163.0,19,3
18-007869,2018-02,6,4,909394.4,1017501.0,19,1
18-007925,2018-02,6,4,909542.8,1018469.0,19,1
18-007846,2018-02,9,5,883631.8,1028675.0,19,1
18-008129,2018-02,6,4,902735.4,1019548.0,19,1
18-007950,2018-02,6,4,910439.8,1019433.0,19,1
18-008795,2018-02,6,6,893126.1,1041600.0,19,1
18-007944,2018-02,5,3,904929.9,1013945.0,19,1
18-007982,2018-02,6,1,883480.1,997204.7,19,1
18-008279,2018-02,6,6,892779.2,1041974.0,19,1
18-007943,2018-02,6,4,909766.3,1018424.0,19,1
18-007948,2018-02,6,4,907901.1,1016212.0,19,1
18-007879,2018-02,6,2,893577.8,1006688.0,19,1
18-008531,2018-02,6,1,896403.9,999701.1,19,2
18-008979,2018-02,6,4,903068.1,1028656.0,19,2
18-007953,2018-02,5,4,899909.7,1020149.0,19,2
18-007900,2018-02,6,5,883758.0,1034235.0,19,2
18-007938,2018-02,6,4,908083.6,1019056.0,19,2
18-007913,2018-02,9,6,902438.3,1033852.0,19,2
18-007994,2018-02,5,3,893806.0,1002642.0,19,2
18-008151,2018-02,6,4,902219.7,1021301.0,19,2
18-007926,2018-02,9,5,884252.7,1035834.0,19,2
18-008097,2018-02,6,2,882843.8,1022114.0,19,2
18-008119,2018-02,6,1,882461.3,994449.3,19,2
18-008085,2018-02,6,6,887872.6,1045159.0,19,2
18-008000,2018-02,6,2,880639.5,1020186.0,19,2
18-007960,2018-02,9,1,886423.3,999380.3,19,2
18-008286,2018-02,6,5,884791.2,1039260.0,19,2
18-007973,2018-02,9,5,890530.4,1031485.0,19,2
18-008173,2018-02,6,1,878749.8,995427.1,19,2
18-008103,2018-02,6,4,906085.4,1023479.0,19,3
18-007970,2018-02,6,5,877122.5,1027707.0,19,3
18-007976,2018-02,4,5,896926.0,1027475.0,19,3
18-008017,2018-02,7,6,891963.2,1050599.0,19,3
18-008057,2018-02,6,5,879968.7,1027573.0,19,3
18-008068,2018-02,5,5,892725.8,1024212.0,19,3
18-008226,2018-02,4,5,896892.6,1027667.0,19,3
18-007999,2018-02,7,6,897410.3,1052718.0,19,3
18-008019,2018-02,6,6,897735.6,1050524.0,19,3
18-007997,2018-02,9,1,890955.6,990127.8,19,3
18-007992,2018-02,3,3,895623.3,1009372.0,19,3
18-008052,2018-02,6,5,888580.9,1025734.0,19,3
18-008005,2018-02,5,3,895744.9,1009006.0,19,3
18-009482,2018-02,9,1,893282.8,994118.5,19,3
18-008133,2018-02,6,5,879968.7,1027573.0,19,3
18-008105,2018-02,7,3,896494.5,1008711.0,20,3
18-008004,2018-02,3,5,891093.3,1030215.0,20,3
18-008065,2018-02,7,4,897824.8,1024131.0,20,3
18-008018,2018-02,4,5,883631.8,1028675.0,20,3
18-008030,2018-02,6,4,899238.6,1020329.0,20,3
18-008010,2018-02,5,5,895406.8,1027844.0,20,3
18-008083,2018-02,7,5,884714.6,1038923.0,20,3
18-008047,2018-02,6,6,894350.2,1048238.0,20,3
18-008154,2018-02,5,5,885889.6,1031764.0,20,3
18-008071,2018-02,6,5,891587.9,1022423.0,20,3
18-008570,2018-02,6,4,908422.1,1017299.0,20,1
18-008206,2018-02,6,6,892427.1,1041901.0,20,1
18-008046,2018-02,6,5,888842.8,1021484.0,20,1
18-008043,2018-02,6,4,906874.1,1027033.0,20,1
18-008078,2018-02,6,6,901660.0,1037976.0,20,1
18-008163,2018-02,6,1,883480.1,997204.7,20,1
18-008076,2018-02,3,1,889468.0,994413.8,20,1
18-008263,2018-02,9,6,892855.8,1032683.0,20,1
18-008091,2018-02,6,4,900965.1,1022543.0,20,1
18-008111,2018-02,5,2,884725.6,1004574.0,20,1
18-009150,2018-02,6,5,884236.2,1024598.0,20,2
18-008537,2018-02,6,3,896932.1,1001801.0,20,2
18-008504,2018-02,7,2,888623.4,1013348.0,20,2
18-008252,2018-02,6,2,879540.6,1006839.0,20,2
18-008122,2018-02,6,1,892821.2,997427.3,20,2
18-008212,2018-02,7,3,906701.8,1011379.0,20,2
18-008319,2018-02,5,2,878021.2,1003200.0,20,2
18-008404,2018-02,9,5,890363.6,1019087.0,20,2
18-008227,2018-02,6,1,889849.0,1003566.0,20,2
18-008174,2018-02,5,6,891671.5,1042381.0,20,2
18-008200,2018-02,5,2,891435.8,1014134.0,20,2
18-008259,2018-02,6,4,907779.2,1018012.0,20,2
18-008143,2018-02,9,3,893373.3,1002233.0,20,2
18-008251,2018-02,7,4,898197.3,1022279.0,20,3
18-008149,2018-02,9,6,892558.1,1044850.0,20,3
18-008913,2018-02,6,4,897885.7,1021397.0,20,3
18-008152,2018-02,6,1,886540.8,990632.9,20,3
18-008161,2018-02,3,3,905359.0,1013261.0,20,3
18-008178,2018-02,6,4,904845.8,1016613.0,20,3
18-008207,2018-02,6,5,891468.6,1023021.0,20,3
18-008169,2018-02,9,4,903557.3,1027000.0,20,3
18-008660,2018-02,6,2,878839.6,999310.9,20,3
18-008213,2018-02,5,5,891779.3,1024737.0,20,3
18-008167,2018-02,4,6,898446.1,1034075.0,20,3
18-008177,2018-02,9,1,891273.6,996289.3,20,3
18-008410,2018-02,6,1,888582.8,988225.0,20,3
18-008184,2018-02,6,1,882937.3,991261.1,20,3
18-008194,2018-02,6,5,891655.8,1023394.0,21,3
18-008195,2018-02,7,4,903849.8,1020406.0,21,3
18-008210,2018-02,6,1,886337.5,1000306.0,21,3
18-008187,2018-02,4,4,907671.6,1013827.0,21,3
18-008220,2018-02,4,4,905006.6,1018954.0,21,3
18-008191,2018-02,5,1,886059.1,1004133.0,21,3
18-008197,2018-02,6,1,881785.8,996419.9,21,1
18-008378,2018-02,6,6,893813.4,1031651.0,21,1
18-008587,2018-02,6,4,908649.0,1017426.0,21,1
18-008239,2018-02,7,4,903619.2,1031410.0,21,1
18-008224,2018-02,6,5,883702.4,1031912.0,21,1
18-008282,2018-02,6,1,894318.6,998053.9,21,1
18-008240,2018-02,5,2,876565.7,1003387.0,21,1
18-008552,2018-02,6,1,886944.4,989593.8,21,1
18-008244,2018-02,9,2,894354.8,1015713.0,21,1
18-008241,2018-02,6,4,906084.9,1016333.0,21,2
18-008246,2018-02,6,3,903005.9,1014264.0,21,2
18-008255,2018-02,6,5,889017.7,1022418.0,21,2
18-009032,2018-02,6,4,908252.1,1014911.0,21,2
18-008288,2018-02,5,4,909633.8,1017651.0,21,2
18-008271,2018-02,6,4,910322.4,1018258.0,21,2
18-008599,2018-02,9,2,878624.6,1000337.0,21,2
18-008284,2018-02,6,6,890231.2,1048617.0,21,2
18-008385,2018-02,6,4,906896.9,1019243.0,21,2
18-008361,2018-02,5,1,892558.0,995125.9,21,2
18-008356,2018-02,6,5,887975.4,1020896.0,21,2
18-008496,2018-02,6,4,906598.8,1026158.0,21,2
18-008379,2018-02,6,2,872477.2,1004614.0,21,2
18-008297,2018-02,6,1,889468.0,994413.8,21,2
18-008300,2018-02,6,4,904517.3,1018616.0,21,3
18-008304,2018-02,5,6,894663.7,1032604.0,21,3
18-008294,2018-02,9,2,893008.3,1005838.0,21,3
18-008307,2018-02,6,2,885690.1,1007605.0,21,3
18-008368,2018-02,7,3,895612.9,1001908.0,21,3
18-008374,2018-02,6,5,882378.5,1033376.0,21,3
18-008347,2018-02,7,3,898063.1,1002762.0,21,3
18-008333,2018-02,5,5,886676.1,1031854.0,21,3
18-008370,2018-02,6,1,888112.2,994453.2,21,3
18-008325,2018-02,7,5,898133.8,1028563.0,21,3
18-008329,2018-02,6,5,888884.8,1036000.0,21,3
18-008393,2018-02,7,1,888390.4,989388.1,22,3
18-008334,2018-02,9,4,905576.3,1018397.0,22,3
18-008332,2018-02,7,5,884276.6,1032771.0,22,3
18-008354,2018-02,6,5,891279.2,1024950.0,22,3
18-008340,2018-02,8,1,890312.2,997680.8,22,3
18-009122,2018-02,6,4,900892.4,1022512.0,22,1
18-008386,2018-02,5,5,889052.1,1028644.0,22,1
18-008672,2018-02,6,5,891046.3,1023427.0,22,1
18-008357,2018-02,7,5,879842.8,1032097.0,22,1
18-008355,2018-02,5,6,898153.6,1032590.0,22,1
18-008621,2018-02,6,4,901832.9,1020376.0,22,1
18-008363,2018-02,9,1,894542.4,995037.9,22,1
18-008929,2018-02,6,4,894931.5,1019008.0,22,1
18-008960,2018-02,5,6,892390.1,1035121.0,22,1
18-008381,2018-02,6,5,888737.2,1029663.0,22,2
18-009486,2018-02,6,4,901964.1,1029336.0,22,2
18-008382,2018-02,7,2,880066.7,1016279.0,22,2
18-008388,2018-02,6,6,892467.9,1035896.0,22,2
18-008395,2018-02,9,1,886685.5,1002612.0,22,2
18-008387,2018-02,6,3,897916.5,1008451.0,22,2
18-008484,2018-02,6,4,907266.4,1021102.0,22,2
18-008663,2018-02,6,2,874949.5,1014600.0,22,2
18-008409,2018-02,6,2,874130.9,1013169.0,22,2
18-008429,2018-02,4,6,899461.2,1045874.0,22,2
18-008400,2018-02,9,4,902522.3,1032298.0,22,2
18-008399,2018-02,5,6,897650.5,1029224.0,22,2
18-008397,2018-02,9,4,905455.4,1018670.0,22,2
18-008405,2018-02,6,2,879568.8,1004479.0,22,2
18-008700,2018-02,6,1,890589.1,995226.8,22,2
18-008414,2018-02,4,5,885989.0,1029828.0,22,2
18-008412,2018-02,9,5,885269.9,1028282.0,22,2
18-008568,2018-02,6,6,885216.3,1040958.0,22,2
18-008422,2018-02,6,5,878447.5,1027420.0,22,2
18-008444,2018-02,6,5,878612.0,1027548.0,22,3
18-008426,2018-02,6,2,877400.0,1014437.0,22,3
18-008427,2018-02,3,1,890585.1,1002365.0,22,3
18-008431,2018-02,4,6,891154.0,1047586.0,22,3
18-008441,2018-02,6,5,877404.6,1027557.0,22,3
18-008494,2018-02,6,4,906615.1,1029419.0,22,3
18-008470,2018-02,6,4,908456.6,1020439.0,22,3
18-008446,2018-02,9,4,910261.4,1018660.0,22,3
18-008492,2018-02,6,4,904673.2,1026300.0,22,3
18-008506,2018-02,6,3,895704.1,1004019.0,22,3
18-008442,2018-02,9,2,889811.9,1014319.0,22,3
18-008449,2018-02,1,1,887263.9,1002248.0,22,3
18-008445,2018-02,9,6,897067.1,1034320.0,22,3
18-008525,2018-02,6,3,897199.6,1003519.0,23,3
18-008485,2018-02,7,6,894134.4,1040685.0,23,3
18-008454,2018-02,3,5,885672.3,1037979.0,23,3
18-008461,2018-02,3,6,897415.1,1033364.0,23,3
18-008459,2018-02,7,4,895884.5,1023493.0,23,3
18-008466,2018-02,3,4,898729.6,1024254.0,23,3
18-008468,2018-02,3,4,899572.2,1026783.0,23,3
18-008500,2018-02,6,2,884644.8,1013977.0,23,3
18-008514,2018-02,6,3,902444.9,1010174.0,23,1
18-008528,2018-02,6,4,901906.6,1030689.0,23,1
18-008486,2018-02,4,6,891824.3,1034808.0,23,1
18-008480,2018-02,4,3,899064.4,1003819.0,23,1
18-008478,2018-02,7,2,881132.0,1014462.0,23,1
18-008477,2018-02,7,2,875953.6,1017636.0,23,1
18-008572,2018-02,5,1,891671.1,997644.6,23,1
18-008579,2018-02,6,2,887161.4,1014412.0,23,1
18-008540,2018-02,6,1,888035.3,990172.5,23,1
18-008542,2018-02,6,4,906469.1,1020109.0,23,1
18-008530,2018-02,9,1,893675.2,995646.0,23,1
18-008524,2018-02,6,3,897819.1,1000267.0,23,2
18-008543,2018-02,3,1,885872.6,1000216.0,23,2
18-008551,2018-02,3,3,893788.8,1005469.0,23,2
18-008544,2018-02,6,6,894481.3,1051455.0,23,2
18-008555,2018-02,4,4,908102.9,1024326.0,23,2
18-008715,2018-02,6,5,888340.1,1023682.0,23,2
18-008574,2018-02,7,4,899059.7,1023406.0,23,2
18-008549,2018-02,4,2,889061.3,1008744.0,23,2
18-008921,2018-02,6,3,900224.3,1013897.0,23,2
18-008573,2018-02,5,1,886931.1,997544.1,23,2
18-008930,2018-02,6,4,900648.3,1018537.0,23,2
18-008793,2018-02,6,3,896267.2,1004127.0,23,2
18-008667,2018-02,6,4,907220.0,1021312.0,23,2
18-009046,2018-02,7,3,895045.1,1000446.0,23,2
18-008594,2018-02,4,4,905305.6,1022738.0,23,2
18-008959,2018-02,6,4,908839.4,1017725.0,23,2
18-008669,2018-02,6,2,888916.5,1008917.0,23,2
18-008583,2018-02,9,6,894481.3,1051455.0,23,3
18-008995,2018-02,6,5,891858.5,1023556.0,23,3
18-009310,2018-02,6,2,892078.3,1010397.0,23,3
18-008698,2018-02,6,5,882300.6,1029722.0,23,3
18-008586,2018-02,4,2,884733.4,1005566.0,23,3
18-008943,2018-02,6,5,890507.4,1024034.0,23,3
18-008596,2018-02,9,4,897064.6,1024208.0,23,3
18-008598,2018-02,5,6,900507.4,1055594.0,23,3
18-008654,2018-02,7,2,887820.5,1006061.0,23,3
18-008719,2018-02,6,5,890238.9,1024184.0,23,3
18-008677,2018-02,6,5,890025.0,1023971.0,23,3
18-008640,2018-02,5,3,893503.0,1001358.0,23,3
18-008603,2018-02,6,5,891587.9,1022423.0,23,3
18-008605,2018-02,6,1,885983.1,999924.3,23,3
18-008606,2018-02,9,5,884252.7,1035834.0,23,3
18-008607,2018-02,9,1,881763.6,996481.5,23,3
18-008674,2018-02,5,4,899361.5,1026965.0,24,3
18-008670,2018-02,6,4,899009.4,1020191.0,24,3
18-008627,2018-02,4,4,904017.0,1019593.0,24,3
18-008624,2018-02,7,4,905730.9,1018275.0,24,3
18-008628,2018-02,9,4,907671.8,1022304.0,24,3
18-008948,2018-02,6,3,903681.3,1008496.0,24,3
18-008644,2018-02,9,5,887074.8,1020998.0,24,3
18-008643,2018-02,4,2,875005.3,1017257.0,24,3
18-008656,2018-02,5,5,895871.4,1026233.0,24,3
18-008655,2018-02,6,5,884306.2,1032396.0,24,1
18-009172,2018-02,7,4,907641.5,1022198.0,24,1
18-008763,2018-02,5,5,890847.3,1030501.0,24,1
18-008666,2018-02,5,5,888883.7,1028952.0,24,1
18-008810,2018-02,6,1,887496.6,986464.8,24,1
18-009179,2018-02,6,6,898564.8,1045187.0,24,1
18-008692,2018-02,6,5,888784.6,1030280.0,24,1
18-008696,2018-02,6,4,899109.1,1020269.0,24,1
18-008837,2018-02,6,1,888739.3,989248.9,24,2
18-008832,2018-02,6,6,897648.4,1031850.0,24,2
18-008688,2018-02,9,5,888372.1,1023544.0,24,2
18-009189,2018-02,6,1,891457.0,992100.2,24,2
18-008720,2018-02,9,2,880707.6,1012090.0,24,2
18-008702,2018-02,3,4,906857.6,1019492.0,24,2
18-008947,2018-02,4,2,882782.5,1005946.0,24,2
18-008722,2018-02,6,4,909969.1,1018825.0,24,2
18-008708,2018-02,4,1,897519.8,999786.9,24,2
18-008713,2018-02,6,1,879164.2,994830.9,24,2
18-008849,2018-02,6,1,886109.7,990926.2,24,2
18-008725,2018-02,6,5,888084.4,1028777.0,24,2
18-008736,2018-02,9,4,902219.7,1021301.0,24,2
18-008738,2018-02,7,1,886737.1,1000514.0,24,2
18-009123,2018-02,5,6,896290.3,1031354.0,24,2
18-008734,2018-02,3,1,883799.8,994471.6,24,3
18-008737,2018-02,4,1,887356.7,997835.7,24,3
18-008790,2018-02,7,5,882283.9,1033549.0,24,3
18-008761,2018-02,7,1,890435.1,996457.0,24,3
18-008802,2018-02,6,2,880688.0,1006259.0,24,3
18-008749,2018-02,6,5,894199.0,1021580.0,24,3
18-008826,2018-02,6,5,893684.9,1021926.0,24,3
18-008836,2018-02,5,1,884199.5,999921.9,24,3
18-008931,2018-02,6,1,888020.9,1002384.0,24,3
18-008752,2018-02,3,5,888965.3,1026517.0,24,3
18-008758,2018-02,6,2,884765.6,1009623.0,24,3
18-009009,2018-02,6,6,892289.9,1037884.0,24,3
18-008840,2018-02,6,3,903819.3,1007071.0,24,3
18-008767,2018-02,4,3,893720.0,1002177.0,25,3
18-008856,2018-02,6,2,878555.8,1005136.0,25,3
18-008778,2018-02,4,5,882395.3,1032640.0,25,3
18-008935,2018-02,5,2,876513.7,1010330.0,25,3
18-008784,2018-02,9,3,894882.2,1000614.0,25,3
18-008782,2018-02,9,6,898412.7,1029498.0,25,3
18-008783,2018-02,3,2,879176.4,1005385.0,25,3
18-008786,2018-02,9,2,886899.3,1005587.0,25,1
18-008843,2018-02,6,4,908462.7,1021767.0,25,1
18-008796,2018-02,9,6,899560.6,1034205.0,25,1
18-009364,2018-02,7,4,906090.9,1016042.0,25,1
18-008808,2018-02,6,1,883334.0,995727.5,25,1
18-008806,2018-02,3,5,877526.6,1027312.0,25,1
18-008827,2018-02,5,3,896414.1,1004871.0,25,1
18-008809,2018-02,9,2,880892.6,1017855.0,25,1
18-008815,2018-02,5,6,892226.5,1040403.0,25,1
18-008973,2018-02,6,5,877363.1,1027219.0,25,1
18-008839,2018-02,6,4,909303.9,1017205.0,25,1
18-009241,2018-02,4,3,902831.0,1008987.0,25,1
18-008822,2018-02,6,4,899238.6,1020329.0,25,1
18-008834,2018-02,6,3,907576.3,1012967.0,25,2
18-008831,2018-02,6,4,910107.5,1018787.0,25,2
18-008835,2018-02,5,1,886718.5,990593.0,25,2
18-009165,2018-02,6,2,877601.4,1003592.0,25,2
18-008873,2018-02,5,5,887332.7,1031939.0,25,2
18-008833,2018-02,7,6,892640.4,1043230.0,25,2
18-008876,2018-02,6,3,898915.5,1002820.0,25,2
18-008853,2018-02,6,2,885460.9,1016337.0,25,2
18-008858,2018-02,7,1,886093.3,990152.9,25,2
18-008845,2018-02,4,1,888035.9,986508.1,25,2
18-008846,2018-02,9,3,897916.5,1008451.0,25,2
18-009012,2018-02,6,5,890383.1,1024717.0,25,2
18-009116,2018-02,6,4,897573.6,1022702.0,25,2
18-009332,2018-02,9,3,895610.3,1003125.0,25,2
18-008851,2018-02,6,1,889849.0,1003566.0,25,2
18-008993,2018-02,6,6,895101.6,1034738.0,25,2
18-008854,2018-02,6,2,878653.4,1004650.0,25,2
18-008852,2018-02,4,4,895987.1,1018872.0,25,2
18-008879,2018-02,6,1,886919.1,996116.2,25,2
18-009047,2018-02,6,1,889550.8,997264.9,25,3
18-008914,2018-02,6,2,892611.8,1011847.0,25,3
18-008907,2018-02,6,4,907795.3,1017038.0,25,3
18-008874,2018-02,5,6,896810.3,1035444.0,25,3
18-008875,2018-02,3,3,896610.4,1007789.0,25,3
18-008895,2018-02,9,1,895928.5,999733.3,25,3
18-008922,2018-02,6,2,891314.2,1014631.0,25,3
18-008902,2018-02,1,6,893689.0,1035696.0,26,3
18-008898,2018-02,5,4,899070.3,1026102.0,26,3
18-008906,2018-02,9,6,890767.6,1048705.0,26,3
18-008905,2018-02,9,1,884678.6,1003853.0,26,3
18-008932,2018-02,5,2,892408.8,1007689.0,26,3
18-009114,2018-02,6,3,899102.6,1000307.0,26,3
18-009020,2018-02,7,2,879339.9,1018945.0,26,1
18-009051,2018-02,6,5,888176.6,1029215.0,26,1
18-009224,2018-02,5,1,879289.9,996763.1,26,1
18-008933,2018-02,5,5,887891.8,1025894.0,26,1
18-008941,2018-02,6,5,877226.5,1025463.0,26,1
18-008952,2018-02,7,1,885778.8,999848.6,26,1
18-008961,2018-02,7,6,892342.9,1045162.0,26,1
18-008983,2018-02,6,1,886698.6,1002870.0,26,1
18-008989,2018-02,5,3,894091.8,1005120.0,26,1
18-008966,2018-02,9,4,904464.4,1021061.0,26,1
18-008958,2018-02,6,3,893788.8,1005469.0,26,1
18-008987,2018-02,9,1,890019.1,993142.4,26,2
18-009064,2018-02,6,5,893712.0,1020107.0,26,2
18-008988,2018-02,6,4,898337.4,1024456.0,26,2
18-009010,2018-02,3,4,903441.9,1031873.0,26,2
18-009203,2018-02,6,1,889844.6,994069.6,26,2
18-009069,2018-02,7,1,888086.5,998664.1,26,2
18-009014,2018-02,7,2,890380.1,1003639.0,26,2
18-009040,2018-02,7,1,893613.2,998332.4,26,2
18-009013,2018-02,4,2,891029.2,1004031.0,26,2
18-009234,2018-02,6,6,898462.3,1034779.0,26,2
18-009029,2018-02,9,3,895165.5,1002411.0,26,2
18-009050,2018-02,6,3,899656.8,1010366.0,26,2
18-009034,2018-02,3,5,885981.2,1025977.0,26,2
18-009057,2018-02,6,3,897621.9,1010064.0,26,2
18-009341,2018-02,4,6,894000.0,1049676.0,26,2
18-009124,2018-02,6,6,899070.6,1035883.0,26,2
18-009065,2018-02,7,6,893578.3,1035047.0,26,2
18-009039,2018-02,6,2,885890.1,1004417.0,26,3
18-009054,2018-02,9,1,890279.0,990441.9,26,3
18-009044,2018-02,4,3,896226.9,1006985.0,26,3
18-009063,2018-02,7,1,888244.7,1003634.0,26,3
18-009049,2018-02,4,6,902272.0,1034265.0,26,3
18-009055,2018-02,3,3,895128.1,1005211.0,26,3
18-009060,2018-02,5,5,884723.6,1034486.0,26,3
18-009126,2018-02,7,1,891027.3,992526.9,26,3
18-009072,2018-02,9,2,887564.8,1017599.0,26,3
18-009101,2018-02,6,2,894172.7,1012864.0,26,3
18-009113,2018-02,5,2,879483.1,1003993.0,26,3
18-009180,2018-02,6,3,899720.4,1011118.0,26,3
18-009077,2018-02,4,1,886223.4,998454.4,26,3
18-009086,2018-02,6,5,890026.4,1031197.0,27,3
18-009082,2018-02,4,3,893388.9,1000727.0,27,3
18-009148,2018-02,6,1,891497.8,1002535.0,27,3
18-009092,2018-02,3,6,897826.8,1037741.0,27,3
18-009094,2018-02,5,2,874086.2,1006612.0,27,3
18-009280,2018-02,6,5,888698.4,1019430.0,27,1
18-009152,2018-02,6,3,895055.3,1002618.0,27,1
18-009117,2018-02,6,1,889651.8,990881.3,27,1
18-009432,2018-02,6,6,893565.4,1039063.0,27,1
18-009139,2018-02,6,5,888125.9,1028877.0,27,1
18-009131,2018-02,6,3,897667.6,1003455.0,27,1
18-009328,2018-02,6,2,880192.7,1012908.0,27,1
18-009135,2018-02,4,3,893945.2,1004067.0,27,1
18-009151,2018-02,4,1,896054.1,997504.6,27,1
18-009145,2018-02,9,6,893066.6,1043756.0,27,2
18-009235,2018-02,9,6,899461.2,1045874.0,27,2
18-009200,2018-02,6,1,889864.8,994100.5,27,2
18-009317,2018-02,6,5,879559.8,1025730.0,27,2
18-009176,2018-02,5,5,884010.9,1029147.0,27,2
18-009208,2018-02,5,5,883561.5,1027076.0,27,2
18-009276,2018-02,6,5,893456.0,1021089.0,27,2
18-009202,2018-02,6,2,891633.1,1004384.0,27,2
18-009351,2018-02,6,5,893509.0,1022787.0,27,2
18-009211,2018-02,1,5,893493.7,1027553.0,27,2
18-009299,2018-02,6,1,887372.6,988360.0,27,2
18-009192,2018-02,6,3,897081.4,1002465.0,27,2
18-009193,2018-02,4,4,896423.8,1019015.0,27,2
18-009219,2018-02,4,1,889382.1,991134.1,27,2
18-009197,2018-02,4,4,903701.1,1030253.0,27,2
18-009266,2018-02,7,6,894069.9,1049075.0,27,2
18-009246,2018-02,9,3,899473.2,1004309.0,27,2
18-009205,2018-02,6,6,890327.5,1045232.0,27,2
18-009293,2018-02,6,5,885245.3,1032426.0,27,2
18-009217,2018-02,9,1,884248.0,1002484.0,27,2
18-009212,2018-02,9,3,896815.4,1005396.0,27,3
18-009227,2018-02,9,4,905172.7,1016526.0,27,3
18-009244,2018-02,5,6,887893.6,1044763.0,27,3
18-009274,2018-02,5,6,897728.8,1053297.0,27,3
18-009239,2018-02,6,3,898532.0,1004867.0,27,3
18-009333,2018-02,7,3,900095.8,1003543.0,27,3
18-009237,2018-02,3,1,893516.9,993560.6,27,3
18-009305,2018-02,6,2,884111.1,1012013.0,27,3
18-009339,2018-02,6,2,887903.4,1005113.0,27,3
18-009248,2018-02,3,3,904769.3,1010363.0,27,3
18-009247,2018-02,9,1,884293.4,993485.8,27,3
18-009243,2018-02,9,3,897033.0,1006486.0,27,3
18-009249,2018-02,3,3,894025.3,1008467.0,27,3
18-009252,2018-02,5,1,880642.8,994227.6,27,3
18-009508,2018-02,6,5,889416.9,1022688.0,28,3
18-009270,2018-02,6,3,906024.9,1009980.0,28,3
18-009269,2018-02,6,4,904100.4,1019957.0,28,3
18-009258,2018-02,4,3,896811.8,1008553.0,28,3
18-009256,2018-02,3,4,903974.1,1028644.0,28,3
18-009260,2018-02,9,1,890718.1,1003239.0,28,3
18-009259,2018-02,9,1,886996.2,1003525.0,28,3
18-009261,2018-02,4,4,910231.6,1019258.0,28,3
18-009262,2018-02,8,3,896743.1,1000649.0,28,3
18-009349,2018-02,6,1,890255.3,1000104.0,28,1
18-009303,2018-02,6,3,893423.6,1002800.0,28,1
18-009271,2018-02,6,2,888200.8,1013394.0,28,1
18-009275,2018-02,6,3,893788.8,1005469.0,28,1
18-009336,2018-02,6,4,903059.8,1032572.0,28,1
18-009592,2018-02,6,4,896605.4,1021497.0,28,1
18-009283,2018-02,9,2,890332.9,1008207.0,28,1
18-009362,2018-02,6,4,907464.1,1018105.0,28,1
18-009325,2018-02,5,1,889437.3,996006.8,28,1
18-009334,2018-02,5,6,898548.8,1037049.0,28,1
18-009286,2018-02,6,5,891587.9,1022423.0,28,1
18-009294,2018-02,8,1,891165.2,1003263.0,28,1
18-009289,2018-02,7,5,891216.9,1022542.0,28,1
18-009369,2018-02,7,5,897611.1,1027662.0,28,1
18-009513,2018-02,6,3,896501.8,1014912.0,28,1
18-009313,2018-02,6,3,893334.4,1003517.0,28,1
18-009330,2018-02,4,6,892488.0,1044370.0,28,2
18-009472,2018-02,9,1,897347.1,999530.2,28,2
18-009366,2018-02,6,4,911184.4,1020319.0,28,2
18-009343,2018-02,6,3,899136.7,1010680.0,28,2
18-009358,2018-02,6,4,909542.8,1018469.0,28,2
18-009370,2018-02,6,2,877458.8,1023756.0,28,2
18-009345,2018-02,6,3,899523.6,1009803.0,28,2
18-009353,2018-02,3,5,885193.6,1037577.0,28,2
18-009510,2018-02,5,5,882553.4,1028544.0,28,2
